Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value
CUST_20126,30,Male,Government & PSU,Pune,86800.0,1041600,3,Rented,3250000.0,900.0,Suburbs,28.6,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,Yes,Yes,No,0.8297,High,Yes,3110000
CUST_16484,44,Male,Self-Employed / Business,Unknown,80000.0,956400,4,Rented,4130000.0,1200.0,Suburbs,22.8,Investment,Yes,1-3 years,Channel Partner / Broker,No,No,Yes,Yes,0.9017,High,Yes,3920000
CUST_10156,26,Male,IT & Software,Mumbai,28800.0,345600,2,Rented,2000000.0,600.0,City Centre,2.7,Investment,Yes,0-6 months,Channel Partner / Broker,No,No,No,No,0.1958,Low,No,0
CUST_17772,36,Male,Medical,Mumbai,107200.0,1286400,5,Rented,6210000.0,1800.0,Suburbs,20.5,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,Yes,Yes,0.8564,High,Yes,5960000
CUST_21957,43,Female,IT & Software,Pune,90600.0,1087200,4,Living with Parents,3010000.0,900.0,Suburbs,15.1,Investment,Yes,0-6 months,Direct Walk-in / Exhibition,No,Yes,Yes,No,0.8849,High,Yes,2950000
CUST_13390,25,Male,BFSI & Banking,Bombay,123800.0,1485600,2,Rented,5240000.0,1200.0,Suburbs,21.1,Self-use,Yes,0-6 months,Print / Newspaper Ad,No,No,No,No,0.3481,Low,No,0
CUST_13198,53,Male,IT & Software,Bengaluru,450500.0,5406000,5,Rented,18330000.0,1800.0,Periphery / Growth Corridor,25.8,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.9874,High,Yes,17290000
CUST_18006,47,Female,IT & Software,Bengaluru,59900.0,718800,4,Rented,3550000.0,1000.0,Periphery / Growth Corridor,47.5,Investment,Yes,1-3 years,Direct Walk-in / Exhibition,Yes,No,No,No,0.0713,Low,No,0
CUST_12603,30,Male,BFSI & Banking,Hyderabad,48100.0,577200,4,Living with Parents,2430000.0,900.0,Periphery / Growth Corridor,38.2,Self-use,Yes,6-12 months,Google & Social Media Ads,Yes,Yes,Yes,No,0.9217,High,Yes,2350000
CUST_10430,34,Male,Retail & Commerce,Noida,82400.0,988800,2,Rented,3050000.0,900.0,City Centre,7.4,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,Yes,No,No,No,0.2061,Low,No,0
CUST_17916,59,Male,Self-Employed / Business,Hyderabad,320500.0,3846000,2,Owned Flat/House,12950000.0,2400.0,Within City Limits,17.6,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.03,Low,No,0
CUST_17792,39,Male,Tech / Software,Bengaluru,251100.0,3013200,4,Rented,11310000.0,1500.0,Periphery / Growth Corridor,34.9,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,Yes,Yes,Yes,No,0.8997,High,Yes,10740000
CUST_20978,58,Male,Banking,Kolkata,836000.0,10032000,2,Owned Flat/House,44690000.0,4000.0,Suburbs,22.6,Self-use,Yes,6-12 months,Channel Partner / Broker,No,No,Yes,Yes,0.9312,High,Yes,42370000
CUST_21461,44,Male,BFSI & Banking,Noida,72700.0,872400,4,Owned Flat/House,4140000.0,1800.0,City Centre,7.5,Self-use,No,1-3 years,Magicbricks / Real Estate Portal,Yes,No,Yes,Yes,0.8527,High,Yes,4050000
CUST_13865,42,Male,Healthcare,Gurgaon,49600.0,595200,5,Owned Flat/House,2030000.0,900.0,Suburbs,26.0,Self-use,Yes,1-3 years,Direct Walk-in / Exhibition,No,Yes,No,No,0.3498,Low,Yes,1980000
CUST_14647,41,Female,Unknown,Bengaluru,80900.0,970800,4,Rented,2560000.0,1000.0,Any,19.3,Investment,Yes,6-12 months,Google & Social Media Ads,No,No,No,No,0.1499,Low,No,0
CUST_16621,34,Male,Finance / BFSI,Noida,52900.0,634800,3,Owned Flat/House,2140000.0,1000.0,Suburbs,19.1,Self-use,No,1-3 years,Google & Social Media Ads,Yes,No,No,No,0.1513,Low,No,0
CUST_19831,25,Male,Government & PSU,Noida,82400.0,988800,2,Living with Parents,4580000.0,1000.0,City Centre,2.9,Investment,No,0-6 months,Google & Social Media Ads,Yes,Yes,No,No,0.6334,Medium,Yes,4480000
CUST_14627,64,Male,Retired,Kolkata,177300.0,2127600,3,Rented,8240000.0,1200.0,City Centre,2.8,Investment,No,6-12 months,Google & Social Media Ads,No,No,No,No,0.173,Low,No,0
CUST_18381,30,Male,Finance / BFSI,Delhi,46100.0,553200,3,Living with Parents,2000000.0,1000.0,Suburbs,28.6,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.0446,Low,No,0
CUST_18841,25,Unknown,Builder / Contractor,Mumbai,67200.0,806400,2,Living with Parents,2880000.0,1200.0,Suburbs,22.8,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.046,Low,No,0
CUST_14455,37,Male,Healthcare,Bengaluru,103500.0,1242000,3,Rented,4180000.0,1200.0,Suburbs,28.5,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.0873,Low,No,0
CUST_14196,32,Male,IT & Software,Noida,88700.0,1064400,3,Living with Parents,4750000.0,1500.0,Suburbs,18.2,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.99,High,Yes,4510000
CUST_13565,42,Male,Retail & Commerce,Chennai,28000.0,336000,3,Rented,2000000.0,600.0,Suburbs,22.9,Investment,No,1-3 years,Google & Social Media Ads,No,No,No,No,0.0422,Low,No,0
CUST_19141,42,Male,Retail & Commerce,Hyderabad,199400.0,2392800,5,Rented,6910000.0,1200.0,Within City Limits,17.4,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,No,Yes,No,No,0.3875,Medium,Yes,6730000
CUST_21066,61,Male,Education,Chennai,196000.0,2356800,3,Living with Parents,7650000.0,1200.0,Within City Limits,16.9,Investment,No,1-3 years,Print / Newspaper Ad,No,Yes,Yes,No,0.4711,Medium,No,0
CUST_15330,28,Male,Real Estate & Construction,Pune,47000.0,564000,3,Owned Flat/House,2240000.0,900.0,Suburbs,22.5,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,No,No,No,No,0.2322,Low,No,0
CUST_17761,41,Male,Healthcare,Mumbai,285600.0,3427200,3,Owned Flat/House,4730000.0,1800.0,Within City Limits,9.0,Investment,Yes,>3 years,Print / Newspaper Ad,No,No,No,No,0.0353,Low,No,0
CUST_11220,42,Male,Government & PSU,Hyderabad,65900.0,790800,3,Rented,3300000.0,1200.0,Periphery / Growth Corridor,36.9,Investment,Yes,1-3 years,Channel Partner / Broker,No,No,No,No,0.0545,Low,No,0
CUST_17621,32,Male,Manufacturing & Engineering,Mumbai,89400.0,1072800,2,Rented,4440000.0,1200.0,Periphery / Growth Corridor,28.5,Self-use,Yes,>3 years,Channel Partner / Broker,Yes,Yes,No,No,0.1026,Low,Yes,4350000
CUST_10217,34,Male,IT & Software,Bengaluru,210000.0,2515200,3,Living with Parents,10470000.0,1800.0,Within City Limits,12.3,Investment,Yes,>3 years,Channel Partner / Broker,No,No,No,No,0.0339,Low,No,0
CUST_11603,43,Male,bfsi,Pune,147800.0,1773600,4,Rented,5990000.0,1200.0,Periphery / Growth Corridor,47.2,Investment,Yes,>3 years,Channel Partner / Broker,No,No,No,No,0.0322,Low,No,0
CUST_15709,52,Male,Healthcare,Mumbai,438600.0,5263200,5,Rented,21400000.0,3000.0,Suburbs,28.7,Investment,Yes,>3 years,Magicbricks / Real Estate Portal,Yes,No,Yes,Yes,0.7865,High,No,20960000
CUST_15382,19,Female,BFSI & Banking,Bombay,123200.0,1478400,2,Living with Parents,6980000.0,1000.0,Within City Limits,11.3,Self-use,Yes,1-3 years,Channel Partner / Broker,Yes,Yes,Yes,Yes,0.943,High,No,6760000
CUST_18285,35,Male,BFSI & Banking,Bengaluru,108200.0,1298400,4,Rented,5180000.0,1200.0,City Centre,5.0,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,Yes,Yes,Yes,No,0.9665,High,Yes,4920000
CUST_10782,31,Male,Manufacturing & Engineering,Bengaluru,108000.0,1292400,2,Living with Parents,6000000.0,1200.0,Periphery / Growth Corridor,30.6,Self-use,No,0-6 months,Google & Social Media Ads,No,Yes,Yes,Yes,0.99,High,Yes,5640000
CUST_13774,28,Male,IT & Software,Delhi,124400.0,1492800,2,Living with Parents,7450000.0,1200.0,Periphery / Growth Corridor,39.3,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.9677,High,Yes,7190000
CUST_19897,61,Male,Banker,Gurugram,78400.0,940800,3,Owned Flat/House,2750000.0,600.0,City Centre,4.9,Self-use,Yes,1-3 years,Google & Social Media Ads,Yes,No,No,No,0.0953,Low,No,0
CUST_19782,53,Male,IT & Software,Kolkata,186800.0,2241600,3,Rented,7620000.0,1000.0,Suburbs,28.9,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,No,Yes,No,No,0.377,Medium,No,0
CUST_19453,37,Male,Manufacturing & Engineering,Pune,82000.0,988800,6,Rented,3590000.0,1000.0,Suburbs,21.3,Self-use,Yes,6-12 months,Google & Social Media Ads,No,No,No,No,0.3052,Low,No,0
CUST_15008,44,Male,Self-Employed / Business,Kolkata,393200.0,4718400,4,Owned Flat/House,19500000.0,1800.0,Within City Limits,16.3,Investment,No,1-3 years,Channel Partner / Broker,No,Yes,No,No,0.1529,Low,No,0
CUST_16177,34,Male,Manufacturing & Engineering,Mumbai,80800.0,969600,3,Rented,3920000.0000000005,1000.0,Periphery / Growth Corridor,32.4,Self-use,No,1-3 years,Magicbricks / Real Estate Portal,Yes,Yes,No,No,0.2655,Low,No,0
CUST_10043,28,Male,BFSI & Banking,Mumbai,34200.0,410400,4,Owned Flat/House,2000000.0,900.0,Suburbs,17.0,Investment,Yes,>3 years,Channel Partner / Broker,Yes,No,Yes,No,0.1926,Low,Yes,1930000
CUST_10103,29,Male,BFSI & Banking,Chennai,61400.0,736800,4,Rented,4730000.0,1000.0,Within City Limits,13.2,Investment,Yes,1-3 years,Google & Social Media Ads,No,No,No,No,0.0495,Low,No,0
CUST_14250,53,Male,BFSI & Banking,Bengaluru,203400.0,2440800,6,Owned Flat/House,10080000.0,1200.0,Suburbs,29.8,Self-use,No,>3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.0529,Low,Yes,9980000
CUST_14829,38,Female,Finance / BFSI,Chennai,299400.0,3592800,4,Rented,4730000.0,1500.0,Suburbs,24.5,Self-use,Yes,1-3 years,Direct Walk-in / Exhibition,No,No,No,No,0.2304,Low,No,0
CUST_13099,30,Male,Retail & Commerce,Delhi,64900.0,778800,4,Rented,3730000.0,600.0,Periphery / Growth Corridor,46.2,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,Yes,Yes,Yes,Yes,0.99,High,Yes,3550000
CUST_20425,49,Male,Real Estate & Construction,Delhi,252300.0,3027600,4,Owned Flat/House,8090000.0,1500.0,Within City Limits,10.5,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,No,No,No,0.1798,Low,No,0
CUST_18600,43,Male,Unknown,Noida,173300.0,2079600,5,Rented,9230000.0,1500.0,Periphery / Growth Corridor,27.7,Self-use,Yes,1-3 years,Direct Walk-in / Exhibition,No,Yes,Yes,No,0.641,Medium,No,0
CUST_18335,36,Male,IT & Software,Mumbai,150900.0,1810800,4,Rented,5150000.0,1800.0,Unknown,32.8,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.1382,Low,No,0
CUST_11090,39,Male,Manufacturing & Engineering,Mumbai,56200.0,674400,4,Owned Flat/House,2710000.0,900.0,Periphery / Growth Corridor,38.0,Self-use,Yes,1-3 years,Print / Newspaper Ad,No,No,No,No,0.0257,Low,No,0
CUST_17849,67,Male,Manufacturing & Engineering,Gurugram,157800.0,1893600,4,Rented,6720000.0,1500.0,Periphery / Growth Corridor,41.5,Investment,Yes,1-3 years,Google & Social Media Ads,Yes,No,No,No,0.1561,Low,No,0
CUST_14334,52,Male,Real Estate & Construction,Chennai,583400.0,7000800,4,Rented,32100000.0,1200.0,Periphery / Growth Corridor,39.4,Self-use,No,0-6 months,Magicbricks / Real Estate Portal,Yes,No,No,No,0.5197,Medium,No,0
CUST_21603,32,Male,Self-Employed / Business,Hyderabad,107400.0,1288800,3,Rented,3650000.0,600.0,Suburbs,29.8,Self-use,Yes,0-6 months,Channel Partner / Broker,Yes,No,No,No,0.5347,Medium,No,0
CUST_13629,50,Male,Self-Employed / Business,Kolkata,162300.0,1947600,2,Living with Parents,5540000.0,1000.0,Periphery / Growth Corridor,25.6,Investment,No,6-12 months,Magicbricks / Real Estate Portal,No,Yes,No,Yes,0.99,High,Yes,5280000
CUST_15491,24,Female,Manufacturing & Engineering,Hyderabad,66300.0,795600,3,Living with Parents,3300000.0,1000.0,Within City Limits,14.3,Investment,No,6-12 months,Google & Social Media Ads,No,Yes,No,No,0.2807,Low,Yes,3220000
CUST_17275,41,Male,BFSI & Banking,Delhi,226700.0,2720400,4,Rented,4730000.0,2400.0,City Centre,4.1,Self-use,Yes,6-12 months,Channel Partner / Broker,No,No,No,No,0.2027,Low,No,0
CUST_11671,34,Female,Unknown,Chennai,250700.0,3008400,3,Owned Flat/House,13230000.0,1800.0,Within City Limits,8.0,Self-use,No,6-12 months,Magicbricks / Real Estate Portal,No,No,No,No,0.1053,Low,No,0
CUST_13674,34,Male,Self-Employed / Business,Pune,210200.0,2522400,2,Living with Parents,8060000.0,1500.0,Within City Limits,14.4,Self-use,Yes,>3 years,Google & Social Media Ads,Yes,No,No,No,0.1078,Low,No,0
CUST_10700,52,Male,Finance / BFSI,Gurugram,120500.0,1446000,6,Owned Flat/House,6590000.0,1000.0,Suburbs,29.1,Investment,Yes,6-12 months,Print / Newspaper Ad,No,Yes,No,No,0.2506,Low,No,0
CUST_18680,29,Male,IT & Software,Delhi,67900.0,814800,2,Living with Parents,2470000.0,900.0,Periphery / Growth Corridor,41.6,Self-use,Yes,0-6 months,Google & Social Media Ads,Yes,Yes,No,No,0.6809,High,No,0
CUST_20889,34,Male,bfsi,Mumbai,48900.0,586800,4,Rented,2080000.0,1200.0,City Centre,8.7,Investment,Yes,6-12 months,Channel Partner / Broker,Yes,Yes,No,No,0.6755,High,Yes,2050000
CUST_10144,40,Male,Government & PSU,Gurugram,340800.0,4089600,4,Rented,4730000.0,2400.0,Suburbs,16.3,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.1216,Low,No,0
CUST_15773,52,Female,Retail & Commerce,Ahmedabad,107300.0,1287600,2,Owned Flat/House,3890000.0,1000.0,Periphery / Growth Corridor,26.2,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.1511,Low,Yes,3820000
CUST_18683,34,Male,IT & Software,Pune,0.0,952800,2,Rented,4240000.0,1000.0,Suburbs,26.2,Self-use,Yes,6-12 months,Channel Partner / Broker,Yes,Yes,Yes,No,0.8713,High,Yes,4110000
CUST_18170,53,Female,IT & Software,Hyderabad,-124400.0,1492800,7,Rented,5020000.0,1200.0,Suburbs,25.2,Self-use,Yes,6-12 months,Google & Social Media Ads,Yes,No,No,No,0.3617,Medium,Yes,5000000
CUST_17795,24,Male,Retail & Commerce,Hyderabad,28500.0,342000,1,Living with Parents,2000000.0,600.0,Within City Limits,16.8,Self-use,Yes,6-12 months,Google & Social Media Ads,Yes,No,Yes,Yes,0.9571,High,Yes,1940000
CUST_16938,39,Male,IT & Software,Kolkata,244000.0,2928000,5,Owned Flat/House,10620000.0,1200.0,Periphery / Growth Corridor,35.9,Self-use,Yes,6-12 months,Channel Partner / Broker,No,Yes,Yes,Yes,0.9898,High,Yes,10260000
CUST_15667,44,Male,Manufacturing & Engineering,Pune,138700.0,1664400,3,Rented,6510000.0,1200.0,Suburbs,26.0,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.99,High,Yes,6220000
CUST_19442,57,Male,Doctor,Mumbai,122600.0,1471200,2,Rented,6350000.0,1000.0,Within City Limits,17.4,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.9732,High,Yes,6030000
CUST_14028,48,Female,Govt,Mumbai,95800.0,1149600,4,Rented,3600000.0,600.0,Within City Limits,8.5,Investment,Yes,1-3 years,Google & Social Media Ads,No,Yes,No,No,0.3288,Low,Yes,3550000
CUST_14981,51,Male,IT & Software,Chennai,86900.0,1042800,4,Living with Parents,5120000.0,1200.0,Suburbs,15.6,Self-use,Yes,0-6 months,Google & Social Media Ads,No,No,No,No,0.551,Medium,No,0
CUST_17885,40,Male,Manufacturing & Engineering,Unknown,77700.0,932400,4,Rented,2980000.0,600.0,Within City Limits,11.2,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.121,Low,No,0
CUST_12610,37,Male,Unknown,Delhi,150100.0,1801200,5,Rented,7830000.0,1200.0,Suburbs,17.5,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,No,Yes,Yes,No,0.9031,High,Yes,7610000
CUST_14188,43,Male,BFSI & Banking,Pune,318300.0,3819600,4,Owned Flat/House,15610000.0,2394.0,Suburbs,21.7,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,Yes,Yes,Yes,Yes,0.99,High,Yes,15110000
CUST_13292,34,Male,Manufacturing & Engineering,Noida,69000.0,832800,3,Owned Flat/House,2980000.0,900.0,Suburbs,21.0,Self-use,Yes,1-3 years,Google & Social Media Ads,No,Yes,Yes,No,0.6625,High,Yes,2900000
CUST_18815,28,Male,Govt,Ahmedabad,28000.0,336000,4,Owned Flat/House,2000000.0,1200.0,Suburbs,16.9,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.0953,Low,Yes,1980000
CUST_16773,25,Male,IT & Software,Delhi,92700.0,1112400,2,Rented,3510000.0,1000.0,Suburbs,20.4,Self-use,Yes,0-6 months,Google & Social Media Ads,No,No,No,No,0.3833,Medium,No,0
CUST_13732,65,Male,Manufacturing & Engineering,Hyderabad,197200.0,2366400,4,Rented,4730000.0,2400.0,Within City Limits,8.9,Investment,Yes,>3 years,Channel Partner / Broker,No,No,No,No,0.0251,Low,No,0
CUST_16523,40,Male,Manufacturing & Engineering,Noida,273400.0,3280800,3,Living with Parents,9340000.0,1500.0,Unknown,37.6,Self-use,Yes,>3 years,Channel Partner / Broker,Yes,No,No,No,0.0364,Low,No,0
CUST_13264,51,Male,Doctor,Mumbai,150900.0,1810800,3,Rented,5360000.0,1197.0,Within City Limits,9.0,Self-use,Yes,0-6 months,Google & Social Media Ads,No,Yes,Yes,Yes,0.99,High,Yes,5120000
CUST_17690,32,Female,Medical,Hyderabad,89800.0,1077600,3,Rented,5160000.0,1200.0,Periphery / Growth Corridor,40.5,Investment,Yes,0-6 months,Direct Walk-in / Exhibition,Yes,No,No,No,0.4054,Medium,No,0
CUST_15598,48,Female,BFSI & Banking,Pune,171400.0,2056800,4,Rented,8920000.0,2400.0,Suburbs,29.9,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.99,High,Yes,8470000
CUST_10635,40,Male,Unknown,Bengaluru,107500.0,1290000,4,Owned Flat/House,3770000.0000000005,900.0,Periphery / Growth Corridor,39.2,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,No,No,No,No,0.2252,Low,No,0
CUST_14473,40,Male,Realtor,Hyderabad,108100.0,1297200,4,Owned Flat/House,5660000.0,1200.0,Periphery / Growth Corridor,35.5,Self-use,Yes,0-6 months,Google & Social Media Ads,No,Yes,Yes,No,0.8987,High,Yes,5340000
CUST_10168,57,Female,BFSI & Banking,Noida,422000.0,5064000,4,Rented,24440000.0,3000.0,Suburbs,21.2,Self-use,Yes,6-12 months,Direct Walk-in / Exhibition,No,Yes,No,No,0.3578,Medium,No,0
CUST_18734,47,Male,Retail & Commerce,Mumbai,244000.0,2928000,5,Owned Flat/House,8380000.0,1500.0,Within City Limits,15.3,Self-use,Yes,0-6 months,Google & Social Media Ads,Yes,No,No,No,0.3304,Low,No,0
CUST_10722,50,Female,Manufacturing & Engineering,Noida,71600.0,859200,5,Living with Parents,3110000.0,900.0,Suburbs,22.7,Self-use,Yes,0-6 months,Google & Social Media Ads,No,Yes,Yes,Yes,0.99,High,Yes,3000000
CUST_19836,44,Male,Government,Mumbai,134200.0,1610400,3,Living with Parents,6380000.0,1000.0,Suburbs,20.1,Self-use,Yes,0-6 months,Print / Newspaper Ad,Yes,Yes,Yes,No,0.9589,High,Yes,6070000
CUST_15921,51,Male,Manufacturing & Engineering,Mumbai,464200.0,5570400,4,Owned Flat/House,4730000.0,2400.0,Within City Limits,12.1,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,No,Yes,Yes,Yes,0.99,High,Yes,25960000
CUST_11680,43,Male,BFSI & Banking,Delhi,441000.0,5292000,5,Rented,17800000.0,3000.0,Periphery / Growth Corridor,45.3,Investment,No,0-6 months,Google & Social Media Ads,No,Yes,Yes,No,0.9255,High,Yes,16900000
CUST_10074,60,Male,Healthcare,Gurugram,348000.0,4172400,4,Living with Parents,4730000.0,1500.0,Periphery / Growth Corridor,36.8,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,Yes,No,Yes,0.987,High,Yes,13240000
CUST_19793,63,Male,IT & Software,Pune,176500.0,2118000,3,Living with Parents,9340000.0,1800.0,City Centre,6.8,Self-use,Yes,1-3 years,Google & Social Media Ads,No,No,No,No,0.0517,Low,No,0
CUST_15828,38,Male,Self-Employed / Business,Mumbai,101200.0,1214400,5,Living with Parents,5770000.0,1500.0,Within City Limits,14.9,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,No,No,No,0.0902,Low,No,0
CUST_13326,38,Female,Retail & Commerce,Delhi,55600.0,667200,3,Living with Parents,2050000.0,600.0,Periphery / Growth Corridor,36.4,Self-use,No,>3 years,Direct Walk-in / Exhibition,No,No,No,No,0.0179,Low,No,0
CUST_19462,64,Female,Retired,Hyderabad,132100.0,1585200,4,Rented,7550000.0,1200.0,Suburbs,22.8,Self-use,Yes,0-6 months,Channel Partner / Broker,No,No,No,No,0.1525,Low,Yes,7430000
CUST_20886,28,Female,Medical,Delhi,91800.0,1101600,3,Owned Flat/House,5410000.0,1200.0,Periphery / Growth Corridor,31.4,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.0529,Low,No,0
CUST_11843,38,Male,Real Estate & Construction,Mumbai,113900.0,1366800,3,Rented,4160000.0,1200.0,Suburbs,19.7,Self-use,Yes,6-12 months,Print / Newspaper Ad,Yes,Yes,Yes,No,0.7751,High,Yes,3910000
CUST_13205,27,Male,Real Estate & Construction,Ahmedabad,82800.0,993600,3,Living with Parents,3240000.0,600.0,City Centre,7.0,Self-use,Yes,1-3 years,Direct Walk-in / Exhibition,Yes,No,No,No,0.0719,Low,No,0
CUST_20038,36,Female,IT & Software,Bengaluru,80000.0,955200,4,Rented,4610000.0,1200.0,Within City Limits,8.2,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,No,No,No,No,0.152,Low,No,0
CUST_21312,66,Male,IT & Software,Mmr,165600.0,1987200,3,Owned Flat/House,7790000.000000001,1000.0,Within City Limits,14.7,Investment,No,1-3 years,Magicbricks / Real Estate Portal,Yes,No,No,No,0.3993,Medium,Yes,7590000
CUST_17799,18,Male,BFSI & Banking,Pune,30800.0,369600,1,Rented,2000000.0,600.0,Within City Limits,14.7,Investment,Yes,0-6 months,Channel Partner / Broker,No,Yes,Yes,Yes,0.9726,High,Yes,1880000
CUST_11399,53,Male,BFSI & Banking,Delhi,385000.0,4620000,3,Rented,15270000.0,1800.0,Periphery / Growth Corridor,46.0,Investment,Yes,6-12 months,Print / Newspaper Ad,No,No,No,No,0.1315,Low,No,0
CUST_13754,37,Male,Real Estate & Construction,Delhi,72800.0,873600,4,Rented,4130000.0,1000.0,Suburbs,20.1,Self-use,Yes,0-6 months,Print / Newspaper Ad,No,Yes,Yes,No,0.8862,High,Yes,3900000
CUST_20072,38,Male,Banker,Mmr,99400.0,1192800,4,Owned Flat/House,5620000.0,1200.0,City Centre,8.4,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,No,Yes,No,No,0.3762,Medium,No,0
CUST_19609,37,Male,Retail & Commerce,Bengaluru,194600.0,2335200,3,Owned Flat/House,7850000.0,1000.0,Periphery / Growth Corridor,38.2,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.1383,Low,Yes,7750000
CUST_18247,53,Male,Government & PSU,Kolkata,293600.0,3523200,3,Owned Flat/House,9320000.0,1200.0,Within City Limits,14.2,Self-use,No,0-6 months,Magicbricks / Real Estate Portal,No,No,No,No,0.4831,Medium,No,0
CUST_15614,62,Female,Retired,Mumbai,245200.0,2942400,5,Living with Parents,12690000.0,1800.0,Unknown,27.7,Self-use,Yes,1-3 years,Print / Newspaper Ad,No,No,No,No,0.057,Low,No,0
CUST_17435,31,Male,Tech / Software,Delhi,281100.0,3373200,2,Rented,9230000.0,1500.0,Periphery / Growth Corridor,44.0,Self-use,Yes,>3 years,Google & Social Media Ads,Yes,No,No,No,0.0985,Low,No,0
CUST_19515,35,Male,Healthcare,Hyderabad,278200.0,3338400,4,Rented,10840000.0,1500.0,Periphery / Growth Corridor,31.0,Self-use,Yes,>3 years,Google & Social Media Ads,No,No,No,No,0.0354,Low,No,0
CUST_12258,35,Male,Government & PSU,Delhi,0.0,694800,3,Living with Parents,2610000.0,1000.0,Within City Limits,17.8,Self-use,Yes,0-6 months,Google & Social Media Ads,No,Yes,No,Yes,0.9577,High,Yes,2540000
CUST_14653,33,Male,BFSI & Banking,Bengaluru,57300.0,687600,3,Rented,4730000.0,900.0,Suburbs,24.9,Investment,Yes,0-6 months,Google & Social Media Ads,No,Yes,No,No,0.5313,Medium,No,0
CUST_15831,53,Male,IT & Software,Hyderabad,464000.0,5568000,4,Owned Flat/House,24900000.0,2400.0,Periphery / Growth Corridor,29.8,Investment,Yes,1-3 years,Google & Social Media Ads,No,No,No,No,0.0425,Low,No,0
CUST_20053,25,Unknown,Finance / BFSI,Hyderabad,92100.0,1105200,1,Living with Parents,3840000.0,1000.0,Periphery / Growth Corridor,46.3,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.0164,Low,No,0
CUST_16004,29,Male,Tech / Software,Pune,73000.0,871200,2,Rented,2450000.0,1000.0,Suburbs,17.0,Self-use,Yes,0-6 months,Google & Social Media Ads,No,Yes,Yes,No,0.9207,High,Yes,2370000
CUST_13603,43,Female,Unknown,Pune,126900.0,1522800,4,Rented,4630000.0,1200.0,Unknown,10.5,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,No,No,No,Yes,0.6417,Medium,Yes,4520000
CUST_10530,37,Male,IT & Software,Ahmedabad,75500.0,906000,4,Owned Flat/House,4730000.0,1200.0,Periphery / Growth Corridor,35.7,Investment,Yes,0-6 months,Google & Social Media Ads,No,No,No,No,0.2878,Low,No,0
CUST_17537,27,Female,BFSI & Banking,Mumbai,40400.0,484800,4,Rented,2000000.0,600.0,Periphery / Growth Corridor,25.9,Investment,No,>3 years,Magicbricks / Real Estate Portal,No,No,No,No,0.0277,Low,No,0
