Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Enquiry_Date,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value,Outlier_Flag
CUST_16566,46,Male,BFSI & Banking,Mumbai,157000.0,1884000.0,4,Owned Flat/House,6180000.0,1000.0,Periphery / Growth Corridor,41.1,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-05-17,0,0,0,0,0.1613,Low,0,0.0,Inlier
CUST_15581,40,Male,Self-Employed / Business,Hyderabad,93300.0,1119600.0,3,Owned Flat/House,3729999.9999999995,900.0,Suburbs,26.8,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,2025-05-13,0,0,0,0,0.3424,Low,0,0.0,Inlier
CUST_21249,39,Male,Real Estate & Construction,Delhi,133600.0,1603200.0,4,Rented,5890000.0,1278.3942585502605,Periphery / Growth Corridor,34.8,Investment,1,1-3 years,Google & Social Media Ads,2025-03-27,0,0,0,0,0.0396,Low,0,0.0,Inlier
CUST_21826,41,Male,Self-Employed / Business,Bengaluru,205100.0,2461200.0,4,Rented,6950000.0,1200.0,Periphery / Growth Corridor,47.2,Self-use,1,>3 years,Channel Partner / Broker,2025-06-27,0,0,0,0,0.0301,Low,0,0.0,Inlier
CUST_15562,43,Male,Retail & Commerce,Noida,88100.0,1057200.0,4,Rented,4100000.0,1103.1377859525476,Suburbs,28.5,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-09-30,0,0,0,0,0.2516,Low,0,0.0,Inlier
CUST_14679,38,Female,Real Estate & Construction,Gurugram,191600.0,2299200.0,4,Rented,6140000.0,1500.0,Suburbs,18.1,Investment,1,6-12 months,Google & Social Media Ads,2025-08-04,0,0,0,0,0.1645,Low,0,0.0,Inlier
CUST_16856,36,Male,BFSI & Banking,Pune,44300.0,531600.0,4,Living with Parents,2000000.0,900.0,Suburbs,47.2,Self-use,1,1-3 years,Google & Social Media Ads,2025-02-04,0,0,0,0,0.0764,Low,0,0.0,Inlier
CUST_15904,36,Female,Self-Employed / Business,Mumbai,96000.0,1152000.0,5,Owned Flat/House,4740000.0,1200.0,City Centre,4.9,Self-use,1,1-3 years,Google & Social Media Ads,2024-10-17,0,0,0,0,0.0423,Low,0,0.0,Inlier
CUST_16747,45,Male,IT & Software,Noida,131900.0,1582800.0,3,Rented,5960000.0,1283.2310492708727,Suburbs,26.1,Self-use,1,6-12 months,Google & Social Media Ads,2024-07-27,1,1,0,1,0.2648,Low,1,5950000.0,Inlier
CUST_18499,18,Male,Manufacturing & Engg,Delhi,53100.0,637200.0,1,Rented,2000000.0,600.0,Periphery / Growth Corridor,36.4,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2025-06-20,0,1,0,0,0.3497,Low,0,0.0,Inlier
CUST_10396,27,Male,Self-Employed / Business,Hyderabad,53400.0,640800.0,3,Rented,2000000.0,1000.0,Periphery / Growth Corridor,30.2,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-01-25,0,1,1,1,0.8889,High,1,1890000.0,Inlier
CUST_19413,32,Female,Manufacturing & Engg,Chennai,47000.0,564000.0,4,Owned Flat/House,2000000.0,600.0,Within City Limits,16.0,Self-use,1,0-6 months,Channel Partner / Broker,2024-02-28,1,1,0,0,0.6327,Medium,0,0.0,Inlier
CUST_21828,39,Male,Education & Academic,Kolkata,28000.0,336000.0,3,Rented,2000000.0,1000.0,Within City Limits,15.5,Self-use,0,6-12 months,Print / Newspaper Ad,2024-09-26,0,0,0,0,0.097,Low,0,0.0,Inlier
CUST_20785,29,Male,IT & Software,Kolkata,96500.0,1158000.0,3,Rented,3890000.0,1000.0,Suburbs,15.5,Self-use,1,1-3 years,Direct Walk-in / Exhibition,2025-01-22,1,1,0,0,0.2436,Low,0,0.0,Inlier
CUST_12893,41,Male,BFSI & Banking,Bengaluru,136100.0,1633200.0,3,Owned Flat/House,6480000.0,1800.0,Suburbs,22.6,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2025-02-14,1,1,1,0,0.7299,High,0,0.0,Inlier
CUST_13772,33,Male,IT & Software,Mumbai,171600.0,2059200.0,2,Rented,8750000.0,1800.0,Within City Limits,16.6,Self-use,1,1-3 years,Direct Walk-in / Exhibition,2024-08-30,0,0,0,0,0.1485,Low,0,0.0,Inlier
CUST_18808,28,Male,IT & Software,Hyderabad,30700.0,368400.0,5,Living with Parents,2000000.0,900.0,Periphery / Growth Corridor,32.1,Investment,1,0-6 months,Print / Newspaper Ad,2024-06-26,1,1,0,1,0.6082,Medium,1,1990000.0,Inlier
CUST_21959,39,Male,Manufacturing & Engg,Pune,78000.0,936000.0,4,Owned Flat/House,4130000.0,1200.0,Within City Limits,11.7,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-08-13,0,0,0,1,0.3357,Low,1,4060000.0,Inlier
CUST_12113,44,Female,IT & Software,Bengaluru,54761.600763608,657139.209163296,5,Rented,2830000.0,600.0,Periphery / Growth Corridor,26.5,Self-use,1,0-6 months,Google & Social Media Ads,2024-05-10,0,0,0,0,0.3167,Low,0,0.0,Inlier
CUST_10488,35,Male,IT & Software,Pune,90100.0,1081200.0,4,Rented,3890000.0,900.0,Periphery / Growth Corridor,31.1,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-07-21,1,1,0,1,0.9279,High,1,3850000.0,Inlier
CUST_20521,35,Male,BFSI & Banking,Chennai,90444.84085817021,1085338.0902980426,4,Rented,3070000.0,1000.0,Suburbs,19.2,Self-use,1,0-6 months,Google & Social Media Ads,2024-03-24,1,1,0,1,0.4567,Medium,1,3010000.0,Inlier
CUST_17395,69,Male,BFSI & Banking,Mumbai,175400.0,2104800.0,2,Owned Flat/House,6730000.0,1197.0,Suburbs,22.1,Investment,0,>3 years,Magicbricks / Real Estate Portal,2024-06-09,1,1,0,0,0.0266,Low,0,0.0,Inlier
CUST_19765,33,Male,IT & Software,Pune,165000.0,1980000.0,3,Rented,5160000.0,1000.0,Suburbs,29.6,Self-use,1,1-3 years,Google & Social Media Ads,2025-03-29,0,0,0,0,0.1341,Low,0,0.0,Inlier
CUST_15528,40,Female,IT & Software,Hyderabad,173900.0,2086800.0,6,Rented,5450000.0,1500.0,Periphery / Growth Corridor,25.5,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-04-17,1,1,1,1,0.99,High,1,5150000.0,Inlier
CUST_20123,40,Female,Government & PSU,Pune,136500.0,1638000.0,4,Owned Flat/House,5730000.0,1000.0,City Centre,6.0,Investment,1,1-3 years,Google & Social Media Ads,2024-11-25,0,1,0,0,0.1932,Low,0,0.0,Inlier
CUST_15146,57,Male,Retail & Commerce,Noida,174000.0,2088000.0,5,Living with Parents,8870000.0,2400.0,Within City Limits,11.0,Self-use,1,0-6 months,Google & Social Media Ads,2025-03-28,0,0,0,0,0.2108,Low,0,0.0,Inlier
CUST_14997,38,Male,Real Estate & Construction,Noida,69700.0,836400.0,4,Rented,3030000.0,600.0,Suburbs,17.2,Self-use,1,0-6 months,Google & Social Media Ads,2024-01-17,1,1,0,0,0.564,Medium,0,0.0,Inlier
CUST_16781,25,Male,Retail & Commerce,Mumbai,28000.0,336000.0,3,Living with Parents,2000000.0,600.0,Within City Limits,23.443030298058122,Self-use,1,6-12 months,Google & Social Media Ads,2024-05-31,0,1,1,1,0.9553,High,1,1910000.0,Inlier
CUST_19771,31,Male,Self-Employed / Business,Hyderabad,105500.0,1266000.0,3,Owned Flat/House,3310000.0,900.0,Within City Limits,13.6,Investment,1,0-6 months,Channel Partner / Broker,2024-01-21,0,0,0,0,0.3273,Low,0,0.0,Inlier
CUST_19304,28,Male,Self-Employed / Business,Delhi,60300.0,723600.0,3,Living with Parents,2500000.0,1000.0,City Centre,5.4,Investment,1,1-3 years,Direct Walk-in / Exhibition,2025-04-20,1,1,0,0,0.0738,Low,0,0.0,Inlier
CUST_21506,38,Male,Retail & Commerce,Mumbai,113400.0,1360800.0,4,Rented,5820000.0,1200.0,Suburbs,16.1,Self-use,0,0-6 months,Magicbricks / Real Estate Portal,2024-01-04,1,1,1,1,0.99,High,1,5600000.0,Inlier
CUST_13553,43,Male,Manufacturing & Engg,Bengaluru,61500.0,738000.0,3,Owned Flat/House,3000000.0,600.0,Suburbs,25.0,Self-use,1,6-12 months,Channel Partner / Broker,2025-06-25,1,1,0,1,0.5851,Medium,1,2910000.0,Inlier
CUST_11654,36,Male,Manufacturing & Engg,Hyderabad,81100.0,973200.0,3,Living with Parents,3240000.0,1061.5601945371557,Periphery / Growth Corridor,33.9,Self-use,1,1-3 years,Google & Social Media Ads,2024-07-09,0,1,0,1,0.8461,High,1,3170000.0,Inlier
CUST_12878,33,Male,Government & PSU,Hyderabad,47000.0,564000.0,2,Rented,2410000.0,900.0,Suburbs,21.0,Investment,1,0-6 months,Google & Social Media Ads,2025-06-11,0,0,0,0,0.3115,Low,0,0.0,Inlier
CUST_11551,42,Male,Retail & Commerce,Mumbai,208500.0,2502000.0,4,Owned Flat/House,6830000.0,1000.0,Periphery / Growth Corridor,41.0,Self-use,1,0-6 months,Google & Social Media Ads,2025-05-18,0,0,0,0,0.455,Medium,0,0.0,Inlier
CUST_15226,41,Male,Manufacturing & Engg,Bengaluru,112300.0,1347600.0,5,Rented,3950000.0,900.0,Within City Limits,9.8,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-07-19,0,0,0,0,0.3697,Medium,0,0.0,Inlier
CUST_19523,46,Female,Government & PSU,Kolkata,98500.0,1182000.0,3,Rented,4160000.0,1500.0,City Centre,6.7,Investment,1,6-12 months,Google & Social Media Ads,2025-01-03,0,1,0,1,0.4422,Medium,1,4140000.0,Inlier
CUST_14740,38,Male,IT & Software,Mumbai,152400.0,1828800.0,4,Rented,6160000.0,1200.0,Periphery / Growth Corridor,35.4,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2024-10-01,0,1,1,1,0.99,High,1,5960000.0,Inlier
CUST_21035,37,Male,IT & Software,Pune,257700.0,3092400.0,3,Living with Parents,14390000.0,1500.0,Within City Limits,10.2,Self-use,1,0-6 months,Google & Social Media Ads,2024-07-03,0,1,1,1,0.9881,High,1,14100000.0,Inlier
CUST_17928,33,Male,BFSI & Banking,Bengaluru,127700.0,1532400.0,3,Rented,6560000.0,1500.0,Periphery / Growth Corridor,40.3,Self-use,1,0-6 months,Google & Social Media Ads,2024-05-05,1,1,0,1,0.6749,High,1,6460000.0,Inlier
CUST_11398,27,Male,IT & Software,Bengaluru,28000.0,336000.0,3,Living with Parents,2000000.0,1000.0,Within City Limits,13.9,Investment,1,0-6 months,Google & Social Media Ads,2025-04-07,0,0,0,0,0.1807,Low,0,0.0,Inlier
CUST_14669,32,Male,BFSI & Banking,Delhi,100100.0,1201200.0,4,Owned Flat/House,3979999.9999999995,600.0,Periphery / Growth Corridor,37.4,Investment,1,6-12 months,Google & Social Media Ads,2024-10-09,0,1,1,0,0.8842,High,0,0.0,Inlier
CUST_15509,25,Male,Real Estate & Construction,Pune,37200.0,446400.0,2,Owned Flat/House,2000000.0,900.0,Suburbs,24.0,Investment,1,1-3 years,Channel Partner / Broker,2025-06-07,1,1,0,0,0.0416,Low,0,0.0,Inlier
CUST_17348,30,Female,Healthcare & Doctor,Delhi,81000.0,972000.0,3,Owned Flat/House,4530000.0,1000.0,Suburbs,21.5,Investment,1,>3 years,Magicbricks / Real Estate Portal,2024-03-07,0,0,0,0,0.0349,Low,0,0.0,Inlier
CUST_17455,27,Male,BFSI & Banking,Noida,58700.0,704400.0,3,Living with Parents,2000000.0,900.0,Suburbs,25.8,Investment,0,>3 years,Channel Partner / Broker,2025-03-26,1,1,0,0,0.0537,Low,0,0.0,Inlier
CUST_18168,28,Male,BFSI & Banking,Chennai,28000.0,336000.0,4,Rented,2000000.0,1200.0,City Centre,2.8,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-07-22,1,1,0,0,0.0495,Low,0,0.0,Inlier
CUST_17128,44,Male,IT & Software,Chennai,97500.0,1170000.0,4,Living with Parents,3440000.0,900.0,Within City Limits,8.8,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-02-03,1,1,1,1,0.9163,High,1,3350000.0,Inlier
CUST_21247,27,Female,IT & Software,Pune,98300.0,1179600.0,4,Living with Parents,3690000.0,1000.0,Within City Limits,11.5,Self-use,1,0-6 months,Channel Partner / Broker,2024-08-17,0,1,1,1,0.9892,High,1,3610000.0,Inlier
CUST_15011,35,Male,Self-Employed / Business,Bengaluru,156500.0,1878000.0,4,Owned Flat/House,5810000.0,1000.0,Suburbs,23.5,Self-use,0,1-3 years,Channel Partner / Broker,2024-02-28,1,1,0,1,0.3814,Medium,1,5700000.0,Inlier
CUST_15631,35,Male,Government & PSU,Pune,51900.0,622800.0,4,Owned Flat/House,2350000.0,594.0,Suburbs,23.49688721386092,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2024-04-19,1,1,0,0,0.1381,Low,0,0.0,Inlier
CUST_19721,44,Male,Real Estate & Construction,Gurugram,108900.0,1306800.0,4,Owned Flat/House,5470000.0,1200.0,Within City Limits,15.1,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2024-10-10,1,1,0,0,0.0732,Low,0,0.0,Inlier
CUST_20033,25,Female,Manufacturing & Engg,Hyderabad,181500.0,2178000.0,1,Living with Parents,7130000.0,1500.0,Suburbs,15.9,Investment,1,6-12 months,Print / Newspaper Ad,2024-01-17,1,1,1,1,0.9814,High,1,6770000.0,Inlier
CUST_16245,39,Male,IT & Software,Kolkata,97100.0,1165200.0,6,Owned Flat/House,4220000.0,1200.0,Periphery / Growth Corridor,37.5,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2025-04-04,1,1,0,0,0.07,Low,0,0.0,Inlier
CUST_12814,39,Male,Education & Academic,Bengaluru,70000.0,840000.0,4,Living with Parents,4079999.9999999995,1200.0,Periphery / Growth Corridor,26.7,Self-use,1,6-12 months,Google & Social Media Ads,2025-01-07,1,1,0,0,0.1289,Low,0,0.0,Inlier
CUST_15258,41,Female,BFSI & Banking,Chennai,107400.0,1288800.0,3,Rented,5720000.0,1200.0,Suburbs,25.1,Self-use,1,1-3 years,Direct Walk-in / Exhibition,2024-06-06,0,0,0,0,0.0534,Low,0,0.0,Inlier
CUST_13506,29,Female,IT & Software,Ahmedabad,28400.0,340800.0,2,Living with Parents,2000000.0,600.0,Suburbs,20.5,Investment,1,0-6 months,Google & Social Media Ads,2025-04-15,0,0,0,0,0.2563,Low,0,0.0,Inlier
CUST_20466,45,Male,Self-Employed / Business,Kolkata,213800.0,2565600.0,4,Living with Parents,9380000.0,1500.0,Suburbs,24.8,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2025-01-11,0,0,0,1,0.0913,Low,1,9270000.0,Inlier
CUST_11877,53,Male,BFSI & Banking,Bengaluru,234300.0,2811600.0,3,Owned Flat/House,17112176.089779347,2400.0,Within City Limits,11.6,Investment,1,0-6 months,Google & Social Media Ads,2025-01-17,0,0,0,1,0.3242,Low,1,8740000.0,Inlier
CUST_12520,26,Male,IT & Software,Delhi,99200.0,1190400.0,2,Living with Parents,5490000.0,1000.0,Periphery / Growth Corridor,39.0,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2024-09-05,1,1,1,1,0.9867,High,1,5220000.0,Inlier
CUST_16375,52,Female,IT & Software,Delhi,247600.0,2971200.0,2,Living with Parents,10060000.0,1500.0,Within City Limits,9.4,Investment,1,6-12 months,Google & Social Media Ads,2024-01-12,0,1,1,1,0.9885,High,1,9550000.0,Inlier
CUST_20220,43,Male,Retail & Commerce,Kolkata,162800.0,1953600.0,3,Living with Parents,9510000.0,1500.0,Suburbs,21.8,Investment,1,6-12 months,Magicbricks / Real Estate Portal,2024-11-18,0,0,0,0,0.1514,Low,0,0.0,Inlier
CUST_19776,19,Male,IT & Software,Mumbai,54300.0,651600.0,2,Living with Parents,2370000.0,600.0,Suburbs,20.7,Self-use,1,1-3 years,Google & Social Media Ads,2024-12-22,0,0,0,0,0.0313,Low,0,0.0,Inlier
CUST_17201,42,Male,Education & Academic,Bengaluru,78200.0,938400.0,6,Rented,3530000.0,600.0,Suburbs,15.1,Investment,1,0-6 months,Google & Social Media Ads,2024-07-11,0,1,1,1,0.988,High,1,3390000.0,Inlier
CUST_12897,37,Male,BFSI & Banking,Mumbai,87600.0,1051200.0,5,Rented,3160000.0,600.0,Suburbs,18.9,Investment,1,1-3 years,Channel Partner / Broker,2025-06-26,1,1,0,0,0.2858,Low,0,0.0,Inlier
CUST_10490,39,Male,IT & Software,Mumbai,297100.0,3565200.0,4,Owned Flat/House,9340000.0,1200.0,Suburbs,18.2,Self-use,1,1-3 years,Google & Social Media Ads,2024-10-03,0,0,0,0,0.1041,Low,0,0.0,Inlier
CUST_13566,51,Male,Government & PSU,Bengaluru,72300.0,867600.0,3,Owned Flat/House,3700000.0,1000.0,Suburbs,23.1,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-05-19,0,0,0,0,0.1088,Low,0,0.0,Inlier
CUST_10772,26,Female,IT & Software,Hyderabad,133100.0,1597200.0,3,Living with Parents,7560000.0,1200.0,Suburbs,28.4,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-05-09,0,0,0,0,0.1358,Low,0,0.0,Inlier
CUST_16445,30,Male,Manufacturing & Engg,Delhi,90300.0,1083600.0,3,Owned Flat/House,3960000.0,900.0,Periphery / Growth Corridor,26.1,Investment,1,0-6 months,Direct Walk-in / Exhibition,2024-07-20,1,1,0,1,0.7468,High,1,3960000.0,Inlier
CUST_20469,52,Male,IT & Software,Hyderabad,146900.0,1762800.0,4,Living with Parents,7210000.0,1200.0,Periphery / Growth Corridor,38.1,Investment,1,1-3 years,Channel Partner / Broker,2024-08-13,0,0,0,0,0.0611,Low,0,0.0,Inlier
CUST_13091,34,Female,Retail & Commerce,Gurugram,104000.0,1248000.0,4,Rented,3680000.0,900.0,Periphery / Growth Corridor,32.2,Self-use,1,>3 years,Google & Social Media Ads,2024-04-23,0,0,0,0,0.04,Low,0,0.0,Inlier
CUST_14273,27,Female,Self-Employed / Business,Pune,50200.0,602400.0,4,Rented,2000000.0,594.0,Within City Limits,9.6,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-01-07,0,0,0,1,0.0648,Low,1,1950000.0,Inlier
CUST_10313,54,Male,IT & Software,Mumbai,116800.0,1401600.0,4,Rented,4550000.0,1200.0,Suburbs,16.7,Self-use,1,0-6 months,Channel Partner / Broker,2025-04-24,0,1,0,0,0.716,High,0,0.0,Inlier
CUST_18256,29,Male,IT & Software,Pune,173800.0,2085600.0,3,Rented,9370000.0,1800.0,Within City Limits,9.8,Investment,0,0-6 months,Magicbricks / Real Estate Portal,2024-03-03,0,1,0,1,0.9362,High,1,9130000.0,Inlier
CUST_13959,35,Male,Government & PSU,Pune,75900.0,910800.0,4,Rented,3190000.0,600.0,Suburbs,23.9,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2024-03-14,0,0,0,0,0.0848,Low,0,0.0,Inlier
CUST_12907,38,Female,BFSI & Banking,Noida,82600.0,991200.0,4,Living with Parents,2840000.0,900.0,Suburbs,20.2,Self-use,1,6-12 months,Channel Partner / Broker,2024-10-17,0,0,0,0,0.2387,Low,0,0.0,Inlier
CUST_18260,48,Male,Education & Academic,Mumbai,186305.36596524785,2235664.391582974,4,Rented,4830000.0,1500.0,Periphery / Growth Corridor,34.9,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2025-02-17,1,1,1,1,0.99,High,1,4710000.0,Inlier
CUST_18129,43,Female,Government & PSU,Mumbai,268800.0,3225600.0,3,Rented,12730000.0,1494.0,Within City Limits,14.0,Self-use,1,6-12 months,Channel Partner / Broker,2024-09-30,0,0,0,0,0.2334,Low,0,0.0,Inlier
CUST_17699,48,Male,Retail & Commerce,Hyderabad,98300.0,1179600.0,5,Rented,4120000.0,1500.0,Suburbs,24.5,Investment,1,>3 years,Magicbricks / Real Estate Portal,2024-07-08,1,1,0,0,0.0643,Low,0,0.0,Inlier
CUST_17197,27,Male,Healthcare & Doctor,Delhi,40800.0,489600.0,4,Living with Parents,2000000.0,600.0,Periphery / Growth Corridor,44.4,Investment,1,6-12 months,Direct Walk-in / Exhibition,2024-09-02,1,1,0,0,0.206,Low,0,0.0,Inlier
CUST_10647,49,Male,Manufacturing & Engg,Mumbai,213700.0,2564400.0,4,Rented,11520000.0,1800.0,Suburbs,16.6,Self-use,1,1-3 years,Google & Social Media Ads,2025-04-02,1,1,0,0,0.1959,Low,0,0.0,Inlier
CUST_17566,52,Male,IT & Software,Delhi,107500.0,1290000.0,7,Owned Flat/House,4770000.0,1200.0,Within City Limits,9.8,Investment,1,0-6 months,Print / Newspaper Ad,2025-04-29,0,1,1,1,0.9881,High,1,4620000.0,Inlier
CUST_11827,38,Male,BFSI & Banking,Bengaluru,108200.0,1298400.0,4,Owned Flat/House,4780000.0,1800.0,City Centre,7.4,Self-use,1,1-3 years,Google & Social Media Ads,2024-09-19,0,1,1,1,0.9762,High,1,4510000.0,Inlier
CUST_18368,32,Male,IT & Software,Mumbai,90000.0,1080000.0,3,Living with Parents,5270000.0,999.0,Suburbs,27.8,Self-use,1,1-3 years,Print / Newspaper Ad,2024-02-25,0,0,0,0,0.129,Low,0,0.0,Inlier
CUST_11261,31,Male,IT & Software,Bengaluru,86100.0,1033200.0,4,Rented,3770000.0,600.0,Within City Limits,9.8,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-06-02,1,1,0,0,0.2068,Low,0,0.0,Inlier
CUST_18867,38,Male,Government & PSU,Bengaluru,212800.0,2553600.0,5,Owned Flat/House,16019279.654996134,1500.0,Periphery / Growth Corridor,42.5,Investment,1,1-3 years,Google & Social Media Ads,2025-03-18,1,1,0,0,0.1205,Low,0,0.0,Inlier
CUST_21400,36,Female,Self-Employed / Business,Bengaluru,55500.0,666000.0,6,Rented,2000000.0,900.0,Periphery / Growth Corridor,35.4,Investment,1,6-12 months,Print / Newspaper Ad,2024-08-08,0,1,0,1,0.4438,Medium,1,1970000.0,Inlier
CUST_20907,37,Male,Government & PSU,Bengaluru,57999.99999999999,695999.9999999999,4,Owned Flat/House,3160000.0,900.0,Suburbs,23.3,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2024-09-03,0,1,0,0,0.1541,Low,0,0.0,Inlier
CUST_11905,49,Male,Manufacturing & Engg,Mumbai,214900.0,2578800.0,3,Living with Parents,7950000.0,1200.0,Within City Limits,13.7,Self-use,1,0-6 months,Channel Partner / Broker,2025-04-03,0,0,0,1,0.5794,Medium,1,7830000.0,Inlier
CUST_21319,26,Female,Manufacturing & Engg,Bengaluru,75700.0,908400.0,2,Rented,3080000.0,1023.7786337293699,Periphery / Growth Corridor,35.0,Investment,1,0-6 months,Google & Social Media Ads,2024-12-01,0,0,0,1,0.2817,Low,1,3030000.0,Inlier
CUST_17686,32,Male,BFSI & Banking,Kolkata,34200.0,410400.0,3,Rented,2000000.0,900.0,City Centre,6.9,Self-use,1,0-6 months,Google & Social Media Ads,2024-05-23,1,1,0,0,0.4544,Medium,0,0.0,Inlier
CUST_14582,32,Male,Self-Employed / Business,Mumbai,166800.0,2001600.0,3,Living with Parents,7110000.0,1500.0,City Centre,6.1,Investment,1,6-12 months,Channel Partner / Broker,2024-05-05,1,1,1,1,0.9136,High,1,6910000.0,Inlier
CUST_10498,26,Female,Manufacturing & Engg,Pune,33300.0,399600.0,3,Living with Parents,2000000.0,600.0,Periphery / Growth Corridor,25.7,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-10-25,0,0,0,0,0.2035,Low,0,0.0,Inlier
CUST_17526,63,Male,Education & Academic,Chennai,133400.0,1600800.0,4,Owned Flat/House,4340000.0,1800.0,City Centre,4.1,Investment,1,>3 years,Google & Social Media Ads,2024-09-18,1,1,0,1,0.0555,Low,1,4230000.0,Inlier
CUST_19106,39,Male,Retail & Commerce,Noida,57000.0,684000.0,4,Owned Flat/House,2680000.0,900.0,Within City Limits,15.2,Investment,1,1-3 years,Direct Walk-in / Exhibition,2024-03-31,0,0,0,0,0.0484,Low,0,0.0,Inlier
CUST_18515,36,Male,Self-Employed / Business,Delhi,110600.0,1327200.0,4,Rented,4850000.0,1500.0,Periphery / Growth Corridor,32.1,Self-use,1,>3 years,Channel Partner / Broker,2024-05-17,0,0,0,0,0.0505,Low,0,0.0,Inlier
CUST_16151,35,Male,IT & Software,Delhi,106600.0,1279200.0,4,Owned Flat/House,3540000.0,900.0,Periphery / Growth Corridor,27.5,Investment,1,1-3 years,Print / Newspaper Ad,2024-08-12,0,0,0,0,0.1049,Low,0,0.0,Inlier
CUST_12473,33,Male,Government & PSU,Bengaluru,134700.0,1616400.0,3,Owned Flat/House,5760000.0,1500.0,Suburbs,26.7,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2024-06-16,1,1,1,1,0.99,High,1,5600000.0,Inlier
CUST_21988,59,Male,Manufacturing & Engg,Hyderabad,403000.0,4836000.0,4,Owned Flat/House,15650000.0,2400.0,Suburbs,22.8,Investment,1,6-12 months,Channel Partner / Broker,2024-12-31,1,1,0,0,0.4112,Medium,0,0.0,Inlier
CUST_19788,53,Female,BFSI & Banking,Hyderabad,114999.99999999999,1379999.9999999998,4,Rented,4950000.0,1231.2760910468605,Suburbs,16.8,Investment,1,>3 years,Print / Newspaper Ad,2024-06-25,1,1,0,0,0.0537,Low,0,0.0,Inlier
CUST_18572,38,Male,IT & Software,Pune,127300.0,1527600.0,5,Rented,7420000.0,1000.0,Suburbs,27.7,Self-use,1,0-6 months,Channel Partner / Broker,2024-03-30,1,1,0,1,0.8095,High,1,7260000.0,Inlier
CUST_18225,32,Male,Manufacturing & Engg,Noida,68400.0,820800.0,4,Living with Parents,2750000.0,600.0,Within City Limits,14.0,Investment,1,1-3 years,Magicbricks / Real Estate Portal,2024-03-04,1,1,0,0,0.1568,Low,0,0.0,Inlier
CUST_16709,37,Male,Self-Employed / Business,Ahmedabad,85600.0,1027200.0,4,Rented,3610000.0,900.0,Suburbs,24.9,Self-use,1,>3 years,Channel Partner / Broker,2025-02-26,0,0,0,1,0.0338,Low,1,3510000.0,Inlier
CUST_18440,40,Male,IT & Software,Mumbai,252900.0,3034800.0,4,Living with Parents,8480000.0,1800.0,Suburbs,28.4,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,2024-10-07,0,1,0,0,0.5709,Medium,0,0.0,Inlier
CUST_10301,28,Male,Government & PSU,Chennai,49300.0,591600.0,3,Rented,2430000.0,1200.0,Within City Limits,8.2,Self-use,1,6-12 months,Print / Newspaper Ad,2025-06-03,1,1,0,1,0.816,High,1,2320000.0,Inlier
CUST_13078,28,Male,IT & Software,Noida,74300.0,891600.0,3,Living with Parents,2650000.0,600.0,Within City Limits,15.2,Self-use,1,1-3 years,Google & Social Media Ads,2025-04-04,0,0,0,0,0.12,Low,0,0.0,Inlier
CUST_11567,55,Male,Government & PSU,Mumbai,300200.0,3602400.0,3,Living with Parents,17610000.0,1800.0,Periphery / Growth Corridor,39.8,Self-use,1,0-6 months,Direct Walk-in / Exhibition,2024-04-13,1,1,0,0,0.3666,Medium,0,0.0,Inlier
CUST_19302,33,Male,Self-Employed / Business,Bengaluru,162900.0,1954800.0,5,Owned Flat/House,5760000.0,1200.0,Within City Limits,12.3,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2024-05-24,0,1,1,1,0.99,High,1,5590000.0,Inlier
